timestamps,open,high,low,close,volume,amount
2025-08-30 20:30:25.025360,459.85,461.14,457.1,457.47,39660,9970512
2025-08-31 20:30:25.025360,455.22,455.85,450.28,454.98,73975,5465669
2025-09-01 20:30:25.025360,452.22,454.86,445.66,445.66,37172,4881143
2025-09-02 20:30:25.025360,443.49,449.65,443.49,448.35,64197,5911077
2025-09-03 20:30:25.025360,449.29,452.99,449.29,452.99,63847,2945537
2025-09-04 20:30:25.025360,460.13,464.26,456.45,456.45,16577,8941238
2025-09-05 20:30:25.025360,460.97,469.91,460.4,462.46,82299,9466724
2025-09-06 20:30:25.025360,472.23,479.45,472.23,472.71,25176,9772978
2025-09-07 20:30:25.025360,491.21,500.17,489.91,492.65,49386,4374659
2025-09-08 20:30:25.025360,489.46,500.46,488.85,489.08,68972,1519385
2025-09-09 20:30:25.025360,486.16,491.35,482.2,483.84,94791,2572138
2025-09-10 20:30:25.025360,477.98,480.87,470.78,476.36,46003,6180703
2025-09-11 20:30:25.025360,484.57,489.27,480.69,487.02,24996,1226256
2025-09-12 20:30:25.025360,497.97,498.38,495.03,498.38,91598,7853878
2025-09-13 20:30:25.025360,489.85,492.05,488.61,488.61,40931,9809147
2025-09-14 20:30:25.025360,495.32,500.35,493.62,500.35,40710,8849453
2025-09-15 20:30:25.025360,510.79,510.79,495.27,499.53,39693,7494290
2025-09-16 20:30:25.025360,503.47,506.45,503.47,504.85,40740,4373307
2025-09-17 20:30:25.025360,516.57,517.88,508.88,512.8,82241,1550242
2025-09-18 20:30:25.025360,507.77,519.09,507.77,514.1,98583,8001837
2025-09-19 20:30:25.025360,500.3,510.53,500.3,502.44,81502,4497831
2025-09-20 20:30:25.025360,510.65,518.82,510.65,514.99,22374,3848439
2025-09-21 20:30:25.025360,521.32,527.65,514.93,525.39,81674,6978106
2025-09-22 20:30:25.025360,531.03,540.63,528.63,530.61,86471,9065819
2025-09-23 20:30:25.025360,523.97,525.28,521.62,524.08,50913,9333920
2025-09-24 20:30:25.025360,516.94,525.44,507.48,516.51,71025,9120766
2025-09-25 20:30:25.025360,508.77,513.09,505.04,505.04,49516,3021835
2025-09-26 20:30:25.025360,516.69,518.44,508.6,513.48,92796,7427095
2025-09-27 20:30:25.025360,527.68,533.83,525.01,525.9,31069,7078159
2025-09-28 20:30:25.025360,525.6,529.82,517.26,529.54,61233,4531674
2025-09-29 20:30:25.025360,535.92,537.75,534.22,537.01,89811,8336302
2025-09-30 20:30:25.025360,530.03,535.36,524.96,531.67,64049,7282827
2025-10-01 20:30:25.025360,532.94,534.58,528.74,530.1,44178,9739287
2025-10-02 20:30:25.025360,519.08,530.72,516.72,521.16,37821,7792566
2025-10-03 20:30:25.025360,515.12,516.83,512.44,516.83,56727,7021656
2025-10-04 20:30:25.025360,522.53,523.29,520.31,522.23,65935,7519585
2025-10-05 20:30:25.025360,519.0,525.72,517.39,517.6,21999,9132162
2025-10-06 20:30:25.025360,528.71,538.05,519.87,528.09,67522,3426105
2025-10-07 20:30:25.025360,535.47,537.43,531.12,537.43,43712,5811671
2025-10-08 20:30:25.025360,557.53,561.78,550.88,561.78,69551,7453877
2025-10-09 20:30:25.025360,560.36,562.24,550.47,562.24,45172,8547881
2025-10-10 20:30:25.025360,544.68,550.15,540.75,548.2,38722,6055769
2025-10-11 20:30:25.025360,546.59,548.31,544.26,544.26,15625,7061266
2025-10-12 20:30:25.025360,539.35,546.48,533.35,539.95,72165,9658754
2025-10-13 20:30:25.025360,550.45,552.5,548.01,552.5,81509,6574807
2025-10-14 20:30:25.025360,546.26,550.53,546.26,550.53,11859,5301828
2025-10-15 20:30:25.025360,548.62,550.18,545.94,547.41,46609,7509762
2025-10-16 20:30:25.025360,547.93,549.97,542.91,548.96,48307,1544026
2025-10-17 20:30:25.025360,558.18,560.8,547.01,550.11,26839,4942863
2025-10-18 20:30:25.025360,547.38,556.48,543.98,548.24,32216,7243490
2025-10-19 20:30:25.025360,555.05,558.56,553.86,553.86,57953,7484427
2025-10-20 20:30:25.025360,563.32,567.53,563.0,567.3,89481,8221352
2025-10-21 20:30:25.025360,558.65,567.59,558.65,565.36,65593,5472089
2025-10-22 20:30:25.025360,560.76,560.76,551.54,555.43,77075,1268449
2025-10-23 20:30:25.025360,548.45,555.74,544.28,549.47,54522,3850774
2025-10-24 20:30:25.025360,555.78,562.54,552.41,558.01,9886,8620958
2025-10-25 20:30:25.025360,562.8,562.8,548.29,557.76,12485,6583281
2025-10-26 20:30:25.025360,559.76,574.98,559.76,562.46,36455,5430675
2025-10-27 20:30:25.025360,582.32,584.94,574.16,581.11,21767,6918806
2025-10-28 20:30:25.025360,578.32,583.83,574.77,580.23,33453,9513199
2025-10-29 20:30:25.025360,579.29,580.2,571.19,571.19,81280,7822255
2025-10-30 20:30:25.025360,578.85,598.2,578.85,581.26,58442,5461213
2025-10-31 20:30:25.025360,580.8,593.19,578.84,581.24,56877,2160152
2025-11-01 20:30:25.025360,592.34,597.07,589.0,594.69,17226,7305236
2025-11-02 20:30:25.025360,606.77,608.27,602.18,604.29,98405,3365885
2025-11-03 20:30:25.025360,595.41,597.61,591.63,595.8,27588,7195196
2025-11-04 20:30:25.025360,607.26,611.04,602.41,610.07,83976,1880096
2025-11-05 20:30:25.025360,621.06,624.46,615.98,620.58,36709,3714766
2025-11-06 20:30:25.025360,618.24,621.58,601.22,609.84,52788,3924537
2025-11-07 20:30:25.025360,616.82,624.2,600.76,616.01,93031,2592173
2025-11-08 20:30:25.025360,615.52,619.09,612.56,612.56,42019,2074477
2025-11-09 20:30:25.025360,616.68,626.99,611.17,622.23,49948,2473300
2025-11-10 20:30:25.025360,622.38,636.98,622.38,622.52,70133,7759383
2025-11-11 20:30:25.025360,640.72,642.41,638.12,638.12,71458,1297584
2025-11-12 20:30:25.025360,635.56,640.8,635.56,638.87,32526,1892015
2025-11-13 20:30:25.025360,655.84,656.74,647.87,649.04,78493,9020497
2025-11-14 20:30:25.025360,670.79,670.79,662.66,664.24,57198,2651348
2025-11-15 20:30:25.025360,669.17,676.35,663.97,667.49,48395,3871259
2025-11-16 20:30:25.025360,667.31,681.68,665.97,668.25,29031,9270562
2025-11-17 20:30:25.025360,659.48,664.17,652.68,652.68,80542,1854741
2025-11-18 20:30:25.025360,648.64,650.53,642.16,649.81,42701,4352214
2025-11-19 20:30:25.025360,650.41,650.41,643.3,647.11,30939,3023615
2025-11-20 20:30:25.025360,634.23,645.82,631.76,645.82,54145,4010087
2025-11-21 20:30:25.025360,638.99,647.71,634.01,634.8,25324,5644081
2025-11-22 20:30:25.025360,632.09,636.16,628.42,635.62,27867,9530057
2025-11-23 20:30:25.025360,618.64,622.94,613.77,618.56,5203,6381299
2025-11-24 20:30:25.025360,620.97,624.18,617.67,618.88,21544,4018439
2025-11-25 20:30:25.025360,608.94,620.59,608.94,620.59,20899,1135370
2025-11-26 20:30:25.025360,616.22,618.51,611.67,616.04,34063,1856636
2025-11-27 20:30:25.025360,609.99,614.01,608.28,608.28,95880,5642681
2025-11-28 20:30:25.025360,602.28,606.84,595.2,596.1,8748,7194868
2025-11-29 20:30:25.025360,623.11,625.17,619.47,622.58,71629,7535223
2025-11-30 20:30:25.025360,618.07,627.19,612.82,618.69,85764,1427244
2025-12-01 20:30:25.025360,625.78,634.77,623.39,626.56,25884,4555912
2025-12-02 20:30:25.025360,620.87,620.87,610.26,613.57,30183,6011002
2025-12-03 20:30:25.025360,636.73,642.51,634.03,638.39,86570,5713199
2025-12-04 20:30:25.025360,659.7,671.75,655.0,659.28,76246,3514368
2025-12-05 20:30:25.025360,665.85,679.62,665.7,671.78,24259,3089319
2025-12-06 20:30:25.025360,687.57,688.88,674.35,682.9,40959,6125819
2025-12-07 20:30:25.025360,679.95,685.71,679.52,685.29,38457,1792330
2025-12-08 20:30:25.025360,686.18,699.21,680.82,684.59,90679,5474843
2025-12-09 20:30:25.025360,697.7,698.89,692.54,695.4,7103,2742955
2025-12-10 20:30:25.025360,692.97,702.81,690.3,694.18,70901,8312203
2025-12-11 20:30:25.025360,681.41,690.19,681.41,690.19,49535,9654758
2025-12-12 20:30:25.025360,669.97,674.55,665.07,672.47,21103,3786905
2025-12-13 20:30:25.025360,660.42,669.17,659.45,659.45,95012,2845964
2025-12-14 20:30:25.025360,673.92,683.94,673.92,681.1,83278,7734714
2025-12-15 20:30:25.025360,679.94,682.79,668.73,676.97,17391,9878023
2025-12-16 20:30:25.025360,672.53,677.27,671.93,677.27,33901,4503548
2025-12-17 20:30:25.025360,678.1,688.0,672.93,675.34,86159,1646012
2025-12-18 20:30:25.025360,662.02,663.46,655.91,655.91,72914,8185115
2025-12-19 20:30:25.025360,670.08,680.03,653.17,673.52,55357,3585181
2025-12-20 20:30:25.025360,691.18,692.73,672.03,675.67,91908,8981512
2025-12-21 20:30:25.025360,688.49,692.33,683.91,686.13,43437,3269798
2025-12-22 20:30:25.025360,700.77,716.21,695.86,702.66,40503,5181726
2025-12-23 20:30:25.025360,691.32,693.21,689.14,689.14,98459,4439289
2025-12-24 20:30:25.025360,714.26,718.04,706.17,709.82,80403,7641620
2025-12-25 20:30:25.025360,706.95,709.36,703.45,709.36,46258,8685815
2025-12-26 20:30:25.025360,688.24,700.5,677.44,694.85,38724,9521267
2025-12-27 20:30:25.025360,693.1,695.06,682.21,689.03,69286,3598475
2025-12-28 20:30:25.025360,703.64,713.92,701.22,713.92,79842,1639872
2025-12-29 20:30:25.025360,714.11,714.11,697.62,706.27,19908,4855798
2025-12-30 20:30:25.025360,695.91,703.06,693.42,696.33,97617,5941412
2025-12-31 20:30:25.025360,686.62,690.86,682.02,690.37,55626,3959470
2026-01-01 20:30:25.025360,690.31,690.66,680.03,688.65,42228,1936320
2026-01-02 20:30:25.025360,667.15,673.89,665.21,665.21,28386,6010168
2026-01-03 20:30:25.025360,656.87,660.02,650.48,650.48,51754,6422569
2026-01-04 20:30:25.025360,671.92,674.74,653.76,674.74,33302,2647824
2026-01-05 20:30:25.025360,688.02,688.02,677.74,677.74,65815,4383973
2026-01-06 20:30:25.025360,686.27,686.27,680.6,680.6,89748,6810786
2026-01-07 20:30:25.025360,676.7,683.04,668.2,679.01,68344,5125903
2026-01-08 20:30:25.025360,681.32,685.29,675.02,685.29,40618,9821437
2026-01-09 20:30:25.025360,698.49,715.14,687.74,705.22,81234,5411054
2026-01-10 20:30:25.025360,708.31,723.78,707.75,710.21,66114,5314896
2026-01-11 20:30:25.025360,721.55,726.73,716.56,716.56,75130,1234000
2026-01-12 20:30:25.025360,717.26,722.78,715.46,718.82,30525,9710745
2026-01-13 20:30:25.025360,719.4,719.4,714.64,718.18,84818,8942992
2026-01-14 20:30:25.025360,724.39,726.98,709.15,719.4,19334,8144013
2026-01-15 20:30:25.025360,731.0,731.0,725.3,729.78,99715,5573957
2026-01-16 20:30:25.025360,706.57,710.28,692.24,710.28,67767,9955118
2026-01-17 20:30:25.025360,719.25,724.27,717.67,723.82,11644,1708092
2026-01-18 20:30:25.025360,717.83,717.83,705.8,714.78,37933,8724826
2026-01-19 20:30:25.025360,732.84,746.63,731.42,734.5,48469,2097996
2026-01-20 20:30:25.025360,747.91,750.28,737.43,737.43,38687,9988400
2026-01-21 20:30:25.025360,743.31,751.69,743.31,747.79,57656,5817911
2026-01-22 20:30:25.025360,757.33,757.33,752.47,756.6,22375,5858939
2026-01-23 20:30:25.025360,750.7,755.42,743.52,755.42,70206,7254597
2026-01-24 20:30:25.025360,747.09,755.45,742.27,749.63,41607,1668629
2026-01-25 20:30:25.025360,750.83,751.93,745.69,749.01,88178,2171248
2026-01-26 20:30:25.025360,752.35,767.56,738.94,763.81,28993,2383640
2026-01-27 20:30:25.025360,752.33,764.69,751.93,758.27,49386,1513953
2026-01-28 20:30:25.025360,752.05,752.05,746.56,746.56,51287,7051865
2026-01-29 20:30:25.025360,747.77,747.77,738.74,747.06,91724,7434323
2026-01-30 20:30:25.025360,756.69,757.33,753.6,753.6,98308,5563653
2026-01-31 20:30:25.025360,767.44,774.74,765.81,774.74,81312,8801402
2026-02-01 20:30:25.025360,779.53,796.41,772.2,772.2,80324,1685503
2026-02-02 20:30:25.025360,787.25,787.25,779.66,779.66,76196,9811249
2026-02-03 20:30:25.025360,777.65,782.52,760.65,781.58,75014,1337283
2026-02-04 20:30:25.025360,792.97,792.97,788.0,791.84,13210,5777421
2026-02-05 20:30:25.025360,792.38,815.18,786.54,797.62,15922,9779788
2026-02-06 20:30:25.025360,785.06,787.57,783.93,787.41,41289,6696390
2026-02-07 20:30:25.025360,757.1,769.47,757.1,757.46,38340,4699243
2026-02-08 20:30:25.025360,756.56,760.57,742.72,752.81,44850,3497934
2026-02-09 20:30:25.025360,747.12,749.73,732.08,747.64,61984,1578110
2026-02-10 20:30:25.025360,753.05,759.85,753.05,757.41,89178,5218346
2026-02-11 20:30:25.025360,770.89,791.74,770.89,774.95,16094,5602606
2026-02-12 20:30:25.025360,769.63,778.58,767.03,778.58,92959,7964203
2026-02-13 20:30:25.025360,771.72,790.87,756.9,768.44,38418,9284578
2026-02-14 20:30:25.025360,770.92,774.34,764.97,773.83,10741,5343699
2026-02-15 20:30:25.025360,769.5,775.6,768.41,775.6,77374,8153314
2026-02-16 20:30:25.025360,779.92,790.08,779.92,779.94,73798,4710879
2026-02-17 20:30:25.025360,774.03,782.33,773.34,778.87,75532,7926767
2026-02-18 20:30:25.025360,782.04,799.8,782.04,794.89,27164,3906492
2026-02-19 20:30:25.025360,782.49,794.85,782.49,794.4,40595,4534150
2026-02-20 20:30:25.025360,793.52,801.12,791.15,797.95,35257,7142314
2026-02-21 20:30:25.025360,797.66,800.42,777.39,794.0,19211,6686321
2026-02-22 20:30:25.025360,787.41,789.13,781.07,789.13,10232,2741888
2026-02-23 20:30:25.025360,796.7,804.51,796.7,800.97,72753,1122019
2026-02-24 20:30:25.025360,809.24,809.24,787.83,805.55,57691,2765317
2026-02-25 20:30:25.025360,797.34,802.94,796.01,796.01,94765,1179001
2026-02-26 20:30:25.025360,803.1,804.08,794.35,797.32,84768,9202637
2026-02-27 20:30:25.025360,806.48,806.48,795.53,795.53,30613,4245988
2026-02-28 20:30:25.025360,793.06,804.36,789.54,795.29,19026,4127022
2026-03-01 20:30:25.025360,800.3,801.51,790.74,801.51,58535,9982339
2026-03-02 20:30:25.025360,797.93,805.83,790.59,803.24,99090,8045927
2026-03-03 20:30:25.025360,797.6,812.27,786.13,797.4,35908,3416826
2026-03-04 20:30:25.025360,802.22,807.3,798.35,803.09,57113,8780047
2026-03-05 20:30:25.025360,782.71,789.52,779.2,789.52,24610,5290447
2026-03-06 20:30:25.025360,798.02,818.31,796.95,807.74,51646,1144771
2026-03-07 20:30:25.025360,799.33,808.35,794.91,800.28,68185,6214636
2026-03-08 20:30:25.025360,798.51,801.67,797.44,797.44,77567,6749593
2026-03-09 20:30:25.025360,795.31,801.03,794.04,795.99,52574,2008923
2026-03-10 20:30:25.025360,803.18,807.91,786.42,795.59,96051,2820908
2026-03-11 20:30:25.025360,804.19,805.0,794.84,805.0,41182,9499970
2026-03-12 20:30:25.025360,801.37,809.37,778.58,793.94,5570,4916533
2026-03-13 20:30:25.025360,798.49,809.66,796.11,804.87,24288,6533831
2026-03-14 20:30:25.025360,797.18,802.53,784.32,796.53,83824,5370602
2026-03-15 20:30:25.025360,797.19,807.03,794.14,797.26,34877,3680990
2026-03-16 20:30:25.025360,809.43,809.43,793.16,799.39,89425,5667592
2026-03-17 20:30:25.025360,803.75,803.75,789.7,797.19,5917,3362854
2026-03-18 20:30:25.025360,796.64,803.73,796.23,803.73,80602,8284268
2026-03-19 20:30:25.025360,800.66,807.25,793.24,807.25,69575,3409409
2026-03-20 20:30:25.025360,798.55,800.12,785.28,797.37,77518,4050999
2026-03-21 20:30:25.025360,802.34,806.9,794.04,798.27,44104,4051622
2026-03-22 20:30:25.025360,802.17,806.37,792.45,799.35,23062,1775292
2026-03-23 20:30:25.025360,804.33,804.33,791.24,802.16,21999,4927352
2026-03-24 20:30:25.025360,796.6,808.95,796.6,799.39,66845,3333647
2026-03-25 20:30:25.025360,800.42,807.95,788.53,805.55,14941,4723234
2026-03-26 20:30:25.025360,793.01,804.59,793.01,804.59,66169,7572829
2026-03-27 20:30:25.025360,794.97,815.68,794.97,795.26,28470,1189073
2026-03-28 20:30:25.025360,803.54,816.48,785.45,802.08,64821,1359281
2026-03-29 20:30:25.025360,796.2,809.54,794.45,806.08,91669,8115972
2026-03-30 20:30:25.025360,796.64,800.32,785.31,798.02,49435,5414011
2026-03-31 20:30:25.025360,799.97,809.35,790.63,798.82,9529,2085610
2026-04-01 20:30:25.025360,802.78,806.9,787.31,797.89,88055,9181932
2026-04-02 20:30:25.025360,795.76,818.42,793.76,797.97,17192,8752342
2026-04-03 20:30:25.025360,786.08,803.56,786.08,793.33,79102,4858884
2026-04-04 20:30:25.025360,796.52,807.0,788.14,794.69,77762,2059165
2026-04-05 20:30:25.025360,804.82,818.21,797.97,800.31,91795,6300101
2026-04-06 20:30:25.025360,801.37,806.05,790.28,806.05,39087,8595959
2026-04-07 20:30:25.025360,805.3,805.3,792.28,797.55,71677,4933817
